Date;Time;Well;OD;Sample;Clon;Replicate;Medium;Plasmid
10725;0;B1;0.097;CF13;wt;1;LB;pOXA-48
10725;10;B1;0.097;CF13;wt;1;LB;pOXA-48
10725;20;B1;0.097;CF13;wt;1;LB;pOXA-48
10725;30;B1;0.098;CF13;wt;1;LB;pOXA-48
10725;40;B1;0.098;CF13;wt;1;LB;pOXA-48
10725;50;B1;0.099;CF13;wt;1;LB;pOXA-48
10725;60;B1;0.1;CF13;wt;1;LB;pOXA-48
10725;70;B1;0.102;CF13;wt;1;LB;pOXA-48
10725;80;B1;0.104;CF13;wt;1;LB;pOXA-48
10725;90;B1;0.108;CF13;wt;1;LB;pOXA-48
10725;100;B1;0.112;CF13;wt;1;LB;pOXA-48
10725;110;B1;0.118;CF13;wt;1;LB;pOXA-48
10725;120;B1;0.126;CF13;wt;1;LB;pOXA-48
10725;130;B1;0.134;CF13;wt;1;LB;pOXA-48
10725;140;B1;0.143;CF13;wt;1;LB;pOXA-48
10725;150;B1;0.157;CF13;wt;1;LB;pOXA-48
10725;160;B1;0.172;CF13;wt;1;LB;pOXA-48
10725;170;B1;0.19;CF13;wt;1;LB;pOXA-48
10725;180;B1;0.21;CF13;wt;1;LB;pOXA-48
10725;190;B1;0.226;CF13;wt;1;LB;pOXA-48
10725;200;B1;0.239;CF13;wt;1;LB;pOXA-48
10725;210;B1;0.256;CF13;wt;1;LB;pOXA-48
10725;220;B1;0.267;CF13;wt;1;LB;pOXA-48
10725;230;B1;0.277;CF13;wt;1;LB;pOXA-48
10725;240;B1;0.284;CF13;wt;1;LB;pOXA-48
10725;250;B1;0.291;CF13;wt;1;LB;pOXA-48
10725;260;B1;0.298;CF13;wt;1;LB;pOXA-48
10725;270;B1;0.305;CF13;wt;1;LB;pOXA-48
10725;280;B1;0.31;CF13;wt;1;LB;pOXA-48
10725;290;B1;0.316;CF13;wt;1;LB;pOXA-48
10725;300;B1;0.32;CF13;wt;1;LB;pOXA-48
10725;310;B1;0.324;CF13;wt;1;LB;pOXA-48
10725;320;B1;0.325;CF13;wt;1;LB;pOXA-48
10725;330;B1;0.326;CF13;wt;1;LB;pOXA-48
10725;340;B1;0.328;CF13;wt;1;LB;pOXA-48
10725;350;B1;0.329;CF13;wt;1;LB;pOXA-48
10725;360;B1;0.332;CF13;wt;1;LB;pOXA-48
10725;370;B1;0.332;CF13;wt;1;LB;pOXA-48
10725;380;B1;0.334;CF13;wt;1;LB;pOXA-48
10725;390;B1;0.339;CF13;wt;1;LB;pOXA-48
10725;400;B1;0.34;CF13;wt;1;LB;pOXA-48
10725;410;B1;0.34;CF13;wt;1;LB;pOXA-48
10725;420;B1;0.342;CF13;wt;1;LB;pOXA-48
10725;430;B1;0.343;CF13;wt;1;LB;pOXA-48
10725;440;B1;0.344;CF13;wt;1;LB;pOXA-48
10725;450;B1;0.346;CF13;wt;1;LB;pOXA-48
10725;460;B1;0.348;CF13;wt;1;LB;pOXA-48
10725;470;B1;0.35;CF13;wt;1;LB;pOXA-48
10725;480;B1;0.355;CF13;wt;1;LB;pOXA-48
10725;490;B1;0.362;CF13;wt;1;LB;pOXA-48
10725;500;B1;0.365;CF13;wt;1;LB;pOXA-48
10725;510;B1;0.365;CF13;wt;1;LB;pOXA-48
10725;520;B1;0.372;CF13;wt;1;LB;pOXA-48
10725;530;B1;0.376;CF13;wt;1;LB;pOXA-48
10725;540;B1;0.386;CF13;wt;1;LB;pOXA-48
10725;550;B1;0.392;CF13;wt;1;LB;pOXA-48
10725;560;B1;0.401;CF13;wt;1;LB;pOXA-48
10725;570;B1;0.413;CF13;wt;1;LB;pOXA-48
10725;580;B1;0.425;CF13;wt;1;LB;pOXA-48
10725;590;B1;0.435;CF13;wt;1;LB;pOXA-48
10725;600;B1;0.443;CF13;wt;1;LB;pOXA-48
10725;610;B1;0.451;CF13;wt;1;LB;pOXA-48
10725;620;B1;0.462;CF13;wt;1;LB;pOXA-48
10725;630;B1;0.472;CF13;wt;1;LB;pOXA-48
10725;640;B1;0.482;CF13;wt;1;LB;pOXA-48
10725;650;B1;0.494;CF13;wt;1;LB;pOXA-48
10725;660;B1;0.506;CF13;wt;1;LB;pOXA-48
10725;670;B1;0.517;CF13;wt;1;LB;pOXA-48
10725;680;B1;0.528;CF13;wt;1;LB;pOXA-48
10725;690;B1;0.54;CF13;wt;1;LB;pOXA-48
10725;700;B1;0.552;CF13;wt;1;LB;pOXA-48
10725;710;B1;0.564;CF13;wt;1;LB;pOXA-48
10725;720;B1;0.574;CF13;wt;1;LB;pOXA-48
10725;730;B1;0.584;CF13;wt;1;LB;pOXA-48
10725;740;B1;0.595;CF13;wt;1;LB;pOXA-48
10725;750;B1;0.603;CF13;wt;1;LB;pOXA-48
10725;760;B1;0.611;CF13;wt;1;LB;pOXA-48
10725;770;B1;0.619;CF13;wt;1;LB;pOXA-48
10725;780;B1;0.626;CF13;wt;1;LB;pOXA-48
10725;790;B1;0.633;CF13;wt;1;LB;pOXA-48
10725;800;B1;0.639;CF13;wt;1;LB;pOXA-48
10725;810;B1;0.644;CF13;wt;1;LB;pOXA-48
10725;820;B1;0.649;CF13;wt;1;LB;pOXA-48
10725;830;B1;0.653;CF13;wt;1;LB;pOXA-48
10725;840;B1;0.657;CF13;wt;1;LB;pOXA-48
10725;850;B1;0.662;CF13;wt;1;LB;pOXA-48
10725;860;B1;0.666;CF13;wt;1;LB;pOXA-48
10725;870;B1;0.67;CF13;wt;1;LB;pOXA-48
10725;880;B1;0.674;CF13;wt;1;LB;pOXA-48
10725;890;B1;0.677;CF13;wt;1;LB;pOXA-48
10725;900;B1;0.679;CF13;wt;1;LB;pOXA-48
10725;910;B1;0.683;CF13;wt;1;LB;pOXA-48
10725;920;B1;0.686;CF13;wt;1;LB;pOXA-48
10725;930;B1;0.688;CF13;wt;1;LB;pOXA-48
10725;940;B1;0.69;CF13;wt;1;LB;pOXA-48
10725;950;B1;0.692;CF13;wt;1;LB;pOXA-48
10725;960;B1;0.696;CF13;wt;1;LB;pOXA-48
10725;970;B1;0.698;CF13;wt;1;LB;pOXA-48
10725;980;B1;0.699;CF13;wt;1;LB;pOXA-48
10725;990;B1;0.702;CF13;wt;1;LB;pOXA-48
10725;1000;B1;0.704;CF13;wt;1;LB;pOXA-48
10725;1010;B1;0.706;CF13;wt;1;LB;pOXA-48
10725;1020;B1;0.708;CF13;wt;1;LB;pOXA-48
10725;1030;B1;0.709;CF13;wt;1;LB;pOXA-48
10725;1040;B1;0.712;CF13;wt;1;LB;pOXA-48
10725;1050;B1;0.714;CF13;wt;1;LB;pOXA-48
10725;1060;B1;0.715;CF13;wt;1;LB;pOXA-48
10725;1070;B1;0.717;CF13;wt;1;LB;pOXA-48
10725;1080;B1;0.719;CF13;wt;1;LB;pOXA-48
10725;1090;B1;0.721;CF13;wt;1;LB;pOXA-48
10725;1100;B1;0.723;CF13;wt;1;LB;pOXA-48
10725;1110;B1;0.724;CF13;wt;1;LB;pOXA-48
10725;1120;B1;0.726;CF13;wt;1;LB;pOXA-48
10725;1130;B1;0.727;CF13;wt;1;LB;pOXA-48
10725;1140;B1;0.728;CF13;wt;1;LB;pOXA-48
10725;1150;B1;0.73;CF13;wt;1;LB;pOXA-48
10725;1160;B1;0.731;CF13;wt;1;LB;pOXA-48
10725;1170;B1;0.732;CF13;wt;1;LB;pOXA-48
10725;1180;B1;0.734;CF13;wt;1;LB;pOXA-48
10725;1190;B1;0.735;CF13;wt;1;LB;pOXA-48
10725;1200;B1;0.737;CF13;wt;1;LB;pOXA-48
10725;1210;B1;0.737;CF13;wt;1;LB;pOXA-48
10725;1220;B1;0.739;CF13;wt;1;LB;pOXA-48
10725;1230;B1;0.74;CF13;wt;1;LB;pOXA-48
10725;1240;B1;0.741;CF13;wt;1;LB;pOXA-48
10725;1250;B1;0.742;CF13;wt;1;LB;pOXA-48
10725;1260;B1;0.743;CF13;wt;1;LB;pOXA-48
10725;1270;B1;0.744;CF13;wt;1;LB;pOXA-48
10725;1280;B1;0.746;CF13;wt;1;LB;pOXA-48
10725;1290;B1;0.745;CF13;wt;1;LB;pOXA-48
10725;1300;B1;0.747;CF13;wt;1;LB;pOXA-48
10725;1310;B1;0.749;CF13;wt;1;LB;pOXA-48
10725;1320;B1;0.75;CF13;wt;1;LB;pOXA-48
10725;1330;B1;0.753;CF13;wt;1;LB;pOXA-48
10725;1340;B1;0.754;CF13;wt;1;LB;pOXA-48
10725;1350;B1;0.755;CF13;wt;1;LB;pOXA-48
10725;1360;B1;0.756;CF13;wt;1;LB;pOXA-48
10725;1370;B1;0.756;CF13;wt;1;LB;pOXA-48
10725;1380;B1;0.758;CF13;wt;1;LB;pOXA-48
10725;1390;B1;0.758;CF13;wt;1;LB;pOXA-48
10725;1400;B1;0.76;CF13;wt;1;LB;pOXA-48
10725;1410;B1;0.762;CF13;wt;1;LB;pOXA-48
10725;1420;B1;0.763;CF13;wt;1;LB;pOXA-48
10725;1430;B1;0.762;CF13;wt;1;LB;pOXA-48
10725;1440;B1;0.764;CF13;wt;1;LB;pOXA-48
10725;0;B1;0.095;CF13;wt;1;COL1;pOXA-48
10725;10;B1;0.095;CF13;wt;1;COL1;pOXA-48
10725;20;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;30;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;40;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;50;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;60;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;70;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;80;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;90;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;100;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;110;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;120;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;130;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;140;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;150;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;160;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;170;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;180;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;190;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;200;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;210;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;220;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;230;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;240;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;250;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;260;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;270;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;280;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;290;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;300;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;310;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;320;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;330;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;340;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;350;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;360;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;370;B1;0.094;CF13;wt;1;COL1;pOXA-48
10725;380;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;390;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;400;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;410;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;420;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;430;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;440;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;450;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;460;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;470;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;480;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;490;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;500;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;510;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;520;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;530;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;540;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;550;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;560;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;570;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;580;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;590;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;600;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;610;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;620;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;630;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;640;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;650;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;660;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;670;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;680;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;690;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;700;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;710;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;720;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;730;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;740;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;750;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;760;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;770;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;780;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;790;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;800;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;810;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;820;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;830;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;840;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;850;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;860;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;870;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;880;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;890;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;900;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;910;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;920;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;930;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;940;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;950;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;960;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;970;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;980;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;990;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1000;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1010;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1020;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1030;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1040;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1050;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1060;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1070;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1080;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1090;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1100;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1110;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1120;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1130;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1140;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1150;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1160;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1170;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1180;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1190;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1200;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1210;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1220;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1230;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1240;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1250;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1260;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1270;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1280;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1290;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1300;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1310;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1320;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1330;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1340;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1350;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1360;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1370;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1380;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1390;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1400;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1410;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1420;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1430;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;1440;B1;0.093;CF13;wt;1;COL1;pOXA-48
10725;0;B4;0.097;CF13;A3C(pmrB);1;LB;pOXA-48
10725;10;B4;0.097;CF13;A3C(pmrB);1;LB;pOXA-48
10725;20;B4;0.096;CF13;A3C(pmrB);1;LB;pOXA-48
10725;30;B4;0.097;CF13;A3C(pmrB);1;LB;pOXA-48
10725;40;B4;0.097;CF13;A3C(pmrB);1;LB;pOXA-48
10725;50;B4;0.098;CF13;A3C(pmrB);1;LB;pOXA-48
10725;60;B4;0.099;CF13;A3C(pmrB);1;LB;pOXA-48
10725;70;B4;0.1;CF13;A3C(pmrB);1;LB;pOXA-48
10725;80;B4;0.102;CF13;A3C(pmrB);1;LB;pOXA-48
10725;90;B4;0.104;CF13;A3C(pmrB);1;LB;pOXA-48
10725;100;B4;0.107;CF13;A3C(pmrB);1;LB;pOXA-48
10725;110;B4;0.112;CF13;A3C(pmrB);1;LB;pOXA-48
10725;120;B4;0.118;CF13;A3C(pmrB);1;LB;pOXA-48
10725;130;B4;0.126;CF13;A3C(pmrB);1;LB;pOXA-48
10725;140;B4;0.136;CF13;A3C(pmrB);1;LB;pOXA-48
10725;150;B4;0.145;CF13;A3C(pmrB);1;LB;pOXA-48
10725;160;B4;0.155;CF13;A3C(pmrB);1;LB;pOXA-48
10725;170;B4;0.17;CF13;A3C(pmrB);1;LB;pOXA-48
10725;180;B4;0.185;CF13;A3C(pmrB);1;LB;pOXA-48
10725;190;B4;0.202;CF13;A3C(pmrB);1;LB;pOXA-48
10725;200;B4;0.216;CF13;A3C(pmrB);1;LB;pOXA-48
10725;210;B4;0.23;CF13;A3C(pmrB);1;LB;pOXA-48
10725;220;B4;0.243;CF13;A3C(pmrB);1;LB;pOXA-48
10725;230;B4;0.257;CF13;A3C(pmrB);1;LB;pOXA-48
10725;240;B4;0.268;CF13;A3C(pmrB);1;LB;pOXA-48
10725;250;B4;0.275;CF13;A3C(pmrB);1;LB;pOXA-48
10725;260;B4;0.282;CF13;A3C(pmrB);1;LB;pOXA-48
10725;270;B4;0.289;CF13;A3C(pmrB);1;LB;pOXA-48
10725;280;B4;0.295;CF13;A3C(pmrB);1;LB;pOXA-48
10725;290;B4;0.302;CF13;A3C(pmrB);1;LB;pOXA-48
10725;300;B4;0.31;CF13;A3C(pmrB);1;LB;pOXA-48
10725;310;B4;0.313;CF13;A3C(pmrB);1;LB;pOXA-48
10725;320;B4;0.32;CF13;A3C(pmrB);1;LB;pOXA-48
10725;330;B4;0.326;CF13;A3C(pmrB);1;LB;pOXA-48
10725;340;B4;0.33;CF13;A3C(pmrB);1;LB;pOXA-48
10725;350;B4;0.333;CF13;A3C(pmrB);1;LB;pOXA-48
10725;360;B4;0.335;CF13;A3C(pmrB);1;LB;pOXA-48
10725;370;B4;0.338;CF13;A3C(pmrB);1;LB;pOXA-48
10725;380;B4;0.336;CF13;A3C(pmrB);1;LB;pOXA-48
10725;390;B4;0.336;CF13;A3C(pmrB);1;LB;pOXA-48
10725;400;B4;0.337;CF13;A3C(pmrB);1;LB;pOXA-48
10725;410;B4;0.338;CF13;A3C(pmrB);1;LB;pOXA-48
10725;420;B4;0.337;CF13;A3C(pmrB);1;LB;pOXA-48
10725;430;B4;0.341;CF13;A3C(pmrB);1;LB;pOXA-48
10725;440;B4;0.343;CF13;A3C(pmrB);1;LB;pOXA-48
10725;450;B4;0.344;CF13;A3C(pmrB);1;LB;pOXA-48
10725;460;B4;0.345;CF13;A3C(pmrB);1;LB;pOXA-48
10725;470;B4;0.348;CF13;A3C(pmrB);1;LB;pOXA-48
10725;480;B4;0.351;CF13;A3C(pmrB);1;LB;pOXA-48
10725;490;B4;0.352;CF13;A3C(pmrB);1;LB;pOXA-48
10725;500;B4;0.352;CF13;A3C(pmrB);1;LB;pOXA-48
10725;510;B4;0.355;CF13;A3C(pmrB);1;LB;pOXA-48
10725;520;B4;0.355;CF13;A3C(pmrB);1;LB;pOXA-48
10725;530;B4;0.358;CF13;A3C(pmrB);1;LB;pOXA-48
10725;540;B4;0.362;CF13;A3C(pmrB);1;LB;pOXA-48
10725;550;B4;0.362;CF13;A3C(pmrB);1;LB;pOXA-48
10725;560;B4;0.364;CF13;A3C(pmrB);1;LB;pOXA-48
10725;570;B4;0.366;CF13;A3C(pmrB);1;LB;pOXA-48
10725;580;B4;0.368;CF13;A3C(pmrB);1;LB;pOXA-48
10725;590;B4;0.37;CF13;A3C(pmrB);1;LB;pOXA-48
10725;600;B4;0.373;CF13;A3C(pmrB);1;LB;pOXA-48
10725;610;B4;0.374;CF13;A3C(pmrB);1;LB;pOXA-48
10725;620;B4;0.376;CF13;A3C(pmrB);1;LB;pOXA-48
10725;630;B4;0.378;CF13;A3C(pmrB);1;LB;pOXA-48
10725;640;B4;0.382;CF13;A3C(pmrB);1;LB;pOXA-48
10725;650;B4;0.382;CF13;A3C(pmrB);1;LB;pOXA-48
10725;660;B4;0.385;CF13;A3C(pmrB);1;LB;pOXA-48
10725;670;B4;0.386;CF13;A3C(pmrB);1;LB;pOXA-48
10725;680;B4;0.388;CF13;A3C(pmrB);1;LB;pOXA-48
10725;690;B4;0.391;CF13;A3C(pmrB);1;LB;pOXA-48
10725;700;B4;0.394;CF13;A3C(pmrB);1;LB;pOXA-48
10725;710;B4;0.398;CF13;A3C(pmrB);1;LB;pOXA-48
10725;720;B4;0.4;CF13;A3C(pmrB);1;LB;pOXA-48
10725;730;B4;0.402;CF13;A3C(pmrB);1;LB;pOXA-48
10725;740;B4;0.406;CF13;A3C(pmrB);1;LB;pOXA-48
10725;750;B4;0.408;CF13;A3C(pmrB);1;LB;pOXA-48
10725;760;B4;0.408;CF13;A3C(pmrB);1;LB;pOXA-48
10725;770;B4;0.41;CF13;A3C(pmrB);1;LB;pOXA-48
10725;780;B4;0.413;CF13;A3C(pmrB);1;LB;pOXA-48
10725;790;B4;0.415;CF13;A3C(pmrB);1;LB;pOXA-48
10725;800;B4;0.419;CF13;A3C(pmrB);1;LB;pOXA-48
10725;810;B4;0.427;CF13;A3C(pmrB);1;LB;pOXA-48
10725;820;B4;0.432;CF13;A3C(pmrB);1;LB;pOXA-48
10725;830;B4;0.438;CF13;A3C(pmrB);1;LB;pOXA-48
10725;840;B4;0.442;CF13;A3C(pmrB);1;LB;pOXA-48
10725;850;B4;0.449;CF13;A3C(pmrB);1;LB;pOXA-48
10725;860;B4;0.454;CF13;A3C(pmrB);1;LB;pOXA-48
10725;870;B4;0.457;CF13;A3C(pmrB);1;LB;pOXA-48
10725;880;B4;0.462;CF13;A3C(pmrB);1;LB;pOXA-48
10725;890;B4;0.467;CF13;A3C(pmrB);1;LB;pOXA-48
10725;900;B4;0.472;CF13;A3C(pmrB);1;LB;pOXA-48
10725;910;B4;0.477;CF13;A3C(pmrB);1;LB;pOXA-48
10725;920;B4;0.48;CF13;A3C(pmrB);1;LB;pOXA-48
10725;930;B4;0.485;CF13;A3C(pmrB);1;LB;pOXA-48
10725;940;B4;0.488;CF13;A3C(pmrB);1;LB;pOXA-48
10725;950;B4;0.494;CF13;A3C(pmrB);1;LB;pOXA-48
10725;960;B4;0.499;CF13;A3C(pmrB);1;LB;pOXA-48
10725;970;B4;0.501;CF13;A3C(pmrB);1;LB;pOXA-48
10725;980;B4;0.503;CF13;A3C(pmrB);1;LB;pOXA-48
10725;990;B4;0.506;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1000;B4;0.51;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1010;B4;0.51;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1020;B4;0.511;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1030;B4;0.514;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1040;B4;0.516;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1050;B4;0.519;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1060;B4;0.521;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1070;B4;0.522;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1080;B4;0.524;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1090;B4;0.526;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1100;B4;0.527;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1110;B4;0.528;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1120;B4;0.529;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1130;B4;0.532;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1140;B4;0.533;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1150;B4;0.534;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1160;B4;0.536;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1170;B4;0.537;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1180;B4;0.538;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1190;B4;0.538;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1200;B4;0.539;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1210;B4;0.539;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1220;B4;0.54;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1230;B4;0.54;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1240;B4;0.54;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1250;B4;0.542;CF13;A3C(pmrB);1;LB;pOXA-48
10725;1260;B4;0.543;CF13;A3C(pmrB);1;LB;pOXA-48
